"","carat","cut","color","clarity","depth","table","price","x","y","z","clarity_level"
"1651",0.32,"Ideal","F","IF",62.2,55,1010,4.38,4.4,2.73,"high"
"1652",0.33,"Premium","H","IF",62.9,58,1010,4.43,4.38,2.77,"high"
"1653",0.3,"Ideal","E","IF",61.1,57,1013,4.31,4.33,2.64,"high"
"1654",0.3,"Premium","F","IF",61.6,58,1013,4.35,4.32,2.67,"high"
"1655",0.3,"Ideal","F","IF",61.1,57,1013,4.39,4.35,2.67,"high"
"1656",0.3,"Premium","F","IF",60.7,58,1013,4.37,4.33,2.64,"high"
"1657",0.3,"Ideal","F","IF",62,56,1013,4.34,4.3,2.68,"high"
"1658",0.36,"Ideal","H","IF",61.9,57,1013,4.6,4.55,2.83,"high"
"1659",0.3,"Premium","H","IF",60.4,60,1013,4.34,4.3,2.61,"high"
"1660",0.3,"Ideal","H","IF",61.5,56,1013,4.34,4.31,2.66,"high"
"1661",0.3,"Ideal","H","IF",60.8,56,1013,4.37,4.35,2.65,"high"
"1662",0.3,"Premium","H","IF",62.9,58,1013,4.29,4.26,2.69,"high"
"1663",0.3,"Ideal","H","IF",62.1,55,1013,4.3,4.27,2.66,"high"
"1664",0.3,"Ideal","H","IF",61.8,55,1013,4.31,4.3,2.66,"high"
"1665",0.75,"Good","F","I1",64,59,1013,5.78,5.62,3.66,"low"
"1666",0.33,"Very Good","F","IF",60.3,58,1014,4.49,4.46,2.7,"high"
"1667",0.34,"Ideal","G","IF",61.9,54,1014,4.46,4.49,2.77,"high"
"1668",0.34,"Ideal","G","IF",61.7,55,1014,4.48,4.5,2.77,"high"
"1669",0.34,"Ideal","G","IF",60.1,57,1014,4.54,4.58,2.74,"high"
"1670",0.34,"Ideal","G","IF",61.6,56,1014,4.48,4.51,2.77,"high"
"1671",0.34,"Ideal","G","IF",61.9,57,1014,4.47,4.48,2.77,"high"
"1672",0.34,"Premium","G","IF",62.3,59,1014,4.46,4.49,2.79,"high"
"1673",0.7,"Fair","I","I1",66.3,63,1014,5.58,5.43,3.66,"low"
"1674",0.35,"Ideal","H","IF",60.8,56,1017,4.61,4.6,2.8,"high"
"1675",0.35,"Ideal","H","IF",60.7,56,1017,4.62,4.61,2.8,"high"
"1676",0.32,"Very Good","E","IF",61.4,55,1018,4.43,4.46,2.73,"high"
"1677",0.32,"Ideal","E","IF",62.3,54,1018,4.38,4.41,2.74,"high"
"1678",0.32,"Ideal","E","IF",62.9,54,1018,4.37,4.41,2.76,"high"
"1679",0.32,"Ideal","E","IF",61.1,56,1018,4.42,4.48,2.72,"high"
"1680",0.32,"Ideal","E","IF",61.1,58,1018,4.42,4.45,2.71,"high"
"1681",0.32,"Ideal","E","IF",62.3,53,1018,4.39,4.41,2.74,"high"
"1682",0.32,"Ideal","E","IF",61.9,55,1018,4.38,4.41,2.72,"high"
"1683",0.57,"Ideal","G","I1",59.5,57,1019,5.46,5.42,3.24,"low"
"1684",0.32,"Ideal","G","IF",60.5,57,1020,4.44,4.42,2.68,"high"
"1685",0.32,"Premium","G","IF",59.4,59,1020,4.51,4.48,2.67,"high"
"1686",0.32,"Ideal","G","IF",61.8,55,1020,4.43,4.41,2.73,"high"
"1687",0.32,"Premium","G","IF",59.9,58,1020,4.43,4.42,2.65,"high"
"1688",0.32,"Premium","G","IF",62,60,1020,4.41,4.37,2.72,"high"
"1689",0.32,"Ideal","G","IF",62.9,55,1020,4.41,4.37,2.76,"high"
"1690",0.32,"Premium","G","IF",61.8,55,1020,4.45,4.39,2.73,"high"
"1691",0.32,"Ideal","G","IF",62.4,55,1020,4.42,4.4,2.75,"high"
"1692",0.32,"Ideal","G","IF",61.2,57,1020,4.43,4.4,2.7,"high"
"1693",0.32,"Ideal","G","IF",60.9,56,1020,4.43,4.41,2.69,"high"
"1694",0.5,"Premium","G","I1",62.2,59,1020,5.07,5.03,3.14,"low"
"1695",0.35,"Very Good","E","IF",57.9,56,1025,4.71,4.75,2.74,"high"
"1696",0.3,"Ideal","G","IF",62.4,55,1025,4.32,4.3,2.69,"high"
"1697",0.3,"Premium","E","IF",61.9,58,1026,4.26,4.3,2.65,"high"
"1698",0.3,"Very Good","E","IF",60.1,60,1026,4.3,4.32,2.59,"high"
"1699",0.3,"Premium","E","IF",61,59,1026,4.29,4.33,2.63,"high"
"1700",0.35,"Very Good","F","IF",62,54,1027,4.55,4.58,2.83,"high"
"1701",0.35,"Ideal","H","IF",60.9,57,1028,4.58,4.6,2.8,"high"
"1702",0.33,"Ideal","F","IF",61.8,55,1028,4.47,4.49,2.77,"high"
"1703",0.31,"Ideal","G","IF",62,54,1028,4.39,4.35,2.71,"high"
"1704",0.36,"Ideal","G","IF",62.2,53,1029,4.59,4.61,2.86,"high"
"1705",0.36,"Ideal","G","IF",61.9,55,1029,4.56,4.59,2.83,"high"
"1706",0.37,"Ideal","G","IF",62.4,56,1033,4.6,4.64,2.88,"high"
"1707",0.35,"Ideal","F","IF",60.9,56,1035,4.54,4.56,2.77,"high"
"1708",0.52,"Premium","E","I1",60.8,60,1037,5.2,5.17,3.15,"low"
"1709",0.39,"Ideal","H","IF",61.9,55.6,1039,4.68,4.7,2.91,"high"
"1710",0.3,"Ideal","J","IF",61.5,56,489,4.32,4.33,2.66,"high"
"1711",0.3,"Ideal","J","IF",61.5,57,489,4.29,4.36,2.66,"high"
"1712",0.7,"Premium","F","I1",63,61,1040,5.69,5.55,3.54,"low"
"1713",0.7,"Good","F","I1",63.9,60,1040,5.65,5.52,3.58,"low"
"1714",0.35,"Ideal","G","IF",61.8,56,1041,4.57,4.52,2.81,"high"
"1715",0.33,"Ideal","F","IF",61.5,55,1042,4.44,4.47,2.74,"high"
"1716",0.45,"Ideal","I","IF",62,54,1043,4.94,4.97,3.07,"high"
"1717",0.4,"Very Good","H","IF",64,56,1044,4.66,4.69,2.99,"high"
"1718",0.35,"Very Good","G","IF",62.2,58,1044,4.45,4.52,2.79,"high"
"1719",0.35,"Very Good","G","IF",59.1,59,1044,4.59,4.62,2.72,"high"
"1720",0.35,"Ideal","G","IF",61.8,55,1044,4.54,4.56,2.81,"high"
"1721",0.35,"Ideal","G","IF",61.4,55,1044,4.56,4.59,2.81,"high"
"1722",0.35,"Ideal","G","IF",62.3,55,1044,4.5,4.52,2.81,"high"
"1723",0.35,"Ideal","G","IF",61.1,56,1044,4.54,4.59,2.79,"high"
"1724",0.35,"Premium","G","IF",60.6,60,1044,4.54,4.57,2.76,"high"
"1725",0.43,"Ideal","I","IF",62.3,53,1046,4.82,4.9,3.02,"high"
"1726",0.31,"Ideal","E","IF",61.9,55,1046,4.38,4.41,2.72,"high"
"1727",0.31,"Ideal","F","IF",62.1,56,1046,4.36,4.33,2.7,"high"
"1728",0.31,"Ideal","F","IF",62,56,1046,4.36,4.32,2.69,"high"
"1729",0.31,"Ideal","F","IF",62.2,56,1046,4.34,4.31,2.69,"high"
"1730",0.31,"Ideal","F","IF",61.8,54,1046,4.37,4.33,2.69,"high"
"1731",0.31,"Premium","F","IF",61.5,58,1046,4.35,4.33,2.67,"high"
"1732",0.31,"Ideal","F","IF",62.1,55,1046,4.35,4.34,2.7,"high"
"1733",0.31,"Ideal","H","IF",60,57,1046,4.41,4.39,2.64,"high"
"1734",0.31,"Premium","H","IF",60.5,58,1046,4.44,4.38,2.67,"high"
"1735",0.31,"Ideal","H","IF",61.8,56,1046,4.38,4.36,2.7,"high"
"1736",0.31,"Premium","H","IF",61,58,1046,4.38,4.34,2.66,"high"
"1737",0.31,"Premium","H","IF",61.7,58,1046,4.36,4.33,2.68,"high"
"1738",0.31,"Ideal","H","IF",62.1,54,1046,4.37,4.33,2.7,"high"
"1739",0.7,"Very Good","G","I1",61.5,63,1047,5.73,5.65,3.5,"low"
"1740",0.73,"Fair","I","I1",70.8,55,1049,5.51,5.34,3.84,"low"
"1741",0.4,"Ideal","I","IF",62.4,56,1050,4.73,4.7,2.94,"high"
"1742",0.4,"Ideal","I","IF",62.2,56,1050,4.75,4.71,2.94,"high"
"1743",0.31,"Ideal","E","IF",60.7,56,1051,4.36,4.4,2.66,"high"
"1744",0.33,"Ideal","G","IF",61.6,55,1052,4.51,4.48,2.77,"high"
"1745",0.33,"Good","G","IF",57.9,60,1052,4.57,4.55,2.64,"high"
"1746",0.33,"Ideal","G","IF",62.2,56,1052,4.45,4.43,2.76,"high"
"1747",0.33,"Ideal","G","IF",61.6,53,1052,4.47,4.43,2.74,"high"
"1748",0.33,"Ideal","G","IF",61.7,55,1052,4.47,4.45,2.75,"high"
"1749",0.33,"Ideal","G","IF",61.6,56,1052,4.48,4.45,2.75,"high"
"1750",0.33,"Ideal","G","IF",61.8,55,1052,4.48,4.45,2.76,"high"
"1751",0.33,"Ideal","G","IF",62.1,56,1052,4.44,4.41,2.75,"high"
"1752",0.33,"Premium","G","IF",60.8,58,1052,4.46,4.42,2.7,"high"
"1753",0.33,"Ideal","G","IF",61.3,57,1052,4.46,4.42,2.72,"high"
"1754",0.33,"Ideal","G","IF",61.9,54,1052,4.46,4.42,2.75,"high"
"1755",0.31,"Good","E","IF",64.2,60,1052,4.28,4.22,2.73,"high"
"1756",0.36,"Very Good","E","IF",59.5,57,1053,4.68,4.73,2.8,"high"
"1757",0.4,"Ideal","I","IF",62.8,54,1053,4.7,4.72,2.96,"high"
"1758",0.36,"Good","E","IF",57.7,54,1053,4.74,4.79,2.75,"high"
"1759",0.43,"Ideal","I","IF",62,55,1056,4.83,4.85,3,"high"
"1760",0.43,"Premium","I","IF",61.2,58,1056,4.83,4.88,2.97,"high"
"1761",0.37,"Ideal","G","IF",62.1,55,1056,4.6,4.64,2.87,"high"
"1762",0.37,"Ideal","G","IF",61.4,55,1056,4.63,4.66,2.85,"high"
"1763",0.37,"Ideal","G","IF",61.2,56,1056,4.65,4.67,2.85,"high"
"1764",0.37,"Ideal","G","IF",62.1,54,1056,4.6,4.64,2.87,"high"
"1765",0.37,"Ideal","G","IF",61.2,56,1056,4.61,4.64,2.83,"high"
"1766",0.37,"Ideal","G","IF",61.5,56,1056,4.6,4.64,2.84,"high"
"1767",0.36,"Ideal","F","IF",62.5,54,1056,4.54,4.58,2.85,"high"
"1768",0.7,"Fair","H","I1",66.5,57,1058,5.51,5.4,3.64,"low"
"1769",0.31,"Premium","E","IF",61,59,1060,4.36,4.39,2.67,"high"
"1770",0.31,"Ideal","E","IF",61.9,56,1060,4.35,4.37,2.7,"high"
"1771",0.31,"Ideal","F","IF",61.5,55,1061,4.34,4.37,2.68,"high"
"1772",0.31,"Ideal","F","IF",61.4,56,1061,4.38,4.41,2.7,"high"
"1773",0.41,"Very Good","J","IF",63.5,54,1061,4.75,4.7,3,"high"
"1774",0.41,"Good","J","IF",63.6,54,1061,4.75,4.72,3.01,"high"
"1775",0.36,"Ideal","F","IF",61.4,56,1063,4.57,4.61,2.82,"high"
"1776",0.36,"Ideal","F","IF",60.3,57,1063,4.61,4.65,2.79,"high"
"1777",0.4,"Premium","J","IF",62.7,60,1063,4.7,4.64,2.93,"high"
"1778",0.4,"Premium","J","IF",62.2,61,1063,4.71,4.68,2.92,"high"
"1779",0.4,"Ideal","J","IF",62.4,56,1063,4.74,4.71,2.95,"high"
"1780",0.4,"Ideal","J","IF",62.6,56,1063,4.75,4.71,2.96,"high"
"1781",0.38,"Ideal","H","IF",60,60,1064,4.71,4.76,2.84,"high"
"1782",0.38,"Ideal","H","IF",58.9,58,1064,4.69,4.81,2.8,"high"
"1783",0.37,"Premium","G","IF",59.8,58,1064,4.71,4.69,2.81,"high"
"1784",0.7,"Fair","J","I1",64.7,59,1066,5.59,5.5,3.59,"low"
"1785",0.32,"Ideal","E","I1",60.7,57,490,4.45,4.41,2.69,"low"
"1786",0.7,"Fair","G","I1",60.4,58,1069,5.74,5.68,3.45,"low"
"1787",0.7,"Fair","G","I1",67.5,55,1069,5.59,5.37,3.71,"low"
"1788",0.7,"Fair","G","I1",62.5,59,1069,5.65,5.48,3.48,"low"
"1789",0.51,"Ideal","D","I1",62.1,56,1071,5.15,5.06,3.17,"low"
"1790",0.3,"Premium","G","IF",58.4,62,1071,4.43,4.4,2.58,"high"
"1791",0.35,"Ideal","F","IF",60.7,57,1073,4.6,4.56,2.78,"high"
"1792",0.36,"Premium","G","IF",61,59,1074,4.55,4.6,2.79,"high"
"1793",0.36,"Premium","G","IF",62.5,60,1074,4.49,4.53,2.82,"high"
"1794",0.36,"Ideal","G","IF",61.6,55,1074,4.57,4.59,2.82,"high"
"1795",0.34,"Ideal","F","IF",60.7,57,1074,4.5,4.53,2.74,"high"
"1796",0.4,"Ideal","H","IF",61.9,55,1074,4.76,4.77,2.95,"high"
"1797",0.4,"Ideal","H","IF",60.9,58,1074,4.75,4.78,2.9,"high"
"1798",0.38,"Ideal","G","IF",61.6,56,1074,4.67,4.72,2.89,"high"
"1799",0.41,"Ideal","I","IF",62.6,57,1076,4.78,4.74,2.98,"high"
"1800",0.33,"Ideal","E","IF",60.8,57,1079,4.44,4.47,2.71,"high"
"1801",0.32,"Ideal","F","IF",62.2,55,1080,4.4,4.38,2.73,"high"
"1802",0.32,"Ideal","H","IF",60.9,56,1080,4.42,4.41,2.69,"high"
"1803",0.32,"Premium","H","IF",61.2,58,1080,4.39,4.37,2.68,"high"
"1804",0.32,"Premium","F","IF",59.3,58,1080,4.47,4.44,2.62,"high"
"1805",0.31,"Ideal","H","IF",60.8,56,1081,4.42,4.4,2.68,"high"
"1806",0.4,"Good","F","I1",63.3,60.4,491,4.64,4.68,2.95,"low"
"1807",0.34,"Ideal","G","IF",61.9,57,1084,4.48,4.47,2.77,"high"
"1808",0.34,"Ideal","G","IF",61.7,55,1084,4.5,4.48,2.77,"high"
"1809",0.34,"Ideal","G","IF",61.6,56,1084,4.51,4.48,2.77,"high"
"1810",0.34,"Ideal","G","IF",60.1,57,1084,4.58,4.54,2.74,"high"
"1811",0.34,"Ideal","G","IF",61.9,54,1084,4.49,4.46,2.77,"high"
"1812",0.34,"Premium","G","IF",62.3,59,1084,4.49,4.46,2.79,"high"
"1813",0.3,"Premium","F","IF",61.6,58,1085,4.34,4.3,2.66,"high"
"1814",0.7,"Fair","F","I1",66.2,59,1087,5.59,5.4,3.65,"low"
"1815",0.37,"Ideal","F","IF",62,57,1092,4.59,4.62,2.85,"high"
"1816",0.7,"Fair","G","I1",68.6,59,1092,5.45,5.31,3.7,"low"
"1817",0.33,"Premium","G","IF",59.4,59,1094,4.54,4.49,2.68,"high"
"1818",0.32,"Ideal","E","IF",62.6,55,1095,4.38,4.41,2.75,"high"
"1819",0.32,"Ideal","E","IF",61.9,56,1095,4.4,4.42,2.73,"high"
"1820",0.32,"Premium","E","IF",61.6,58,1095,4.38,4.39,2.7,"high"
"1821",0.3,"Premium","E","IF",61,59,1097,4.33,4.29,2.63,"high"
"1822",0.3,"Premium","E","IF",61.9,58,1097,4.3,4.26,2.65,"high"
"1823",0.3,"Premium","E","IF",60.1,60,1097,4.32,4.3,2.59,"high"
"1824",0.41,"Ideal","H","IF",61.1,54,1099,4.8,4.85,2.95,"high"
"1825",0.41,"Ideal","H","IF",61.8,55,1100,4.79,4.82,2.97,"high"
"1826",0.39,"Ideal","G","IF",61.9,54,1101,4.67,4.73,2.91,"high"
"1827",0.35,"Ideal","H","IF",61.7,54,1103,4.55,4.53,2.8,"high"
"1828",0.73,"Fair","H","I1",66.2,56,1104,5.62,5.46,3.69,"low"
"1829",0.23,"Very Good","E","IF",59.9,58,492,3.98,4.03,2.4,"high"
"1830",0.24,"Good","F","IF",65.1,58,492,3.86,3.88,2.52,"high"
"1831",0.7,"Premium","I","I1",62.3,58,1107,5.69,5.55,3.51,"low"
"1832",0.7,"Good","I","I1",63.9,62,1111,5.62,5.57,3.58,"low"
"1833",0.33,"Ideal","F","IF",61.5,55,1114,4.47,4.44,2.74,"high"
"1834",0.33,"Ideal","H","IF",62.1,55,1114,4.44,4.41,2.75,"high"
"1835",0.33,"Ideal","H","IF",61.9,55,1114,4.44,4.42,2.74,"high"
"1836",0.33,"Premium","H","IF",60.3,59,1114,4.49,4.47,2.7,"high"
"1837",0.33,"Premium","H","IF",62,58,1114,4.42,4.39,2.73,"high"
"1838",0.33,"Premium","H","IF",61.8,60,1114,4.44,4.4,2.73,"high"
"1839",0.7,"Premium","G","I1",59.2,61,1115,5.76,5.7,3.39,"low"
"1840",0.7,"Very Good","G","I1",63.1,56,1115,5.6,5.51,3.51,"low"
"1841",0.7,"Fair","G","I1",64.6,59,1115,5.64,5.48,3.6,"low"
"1842",0.35,"Ideal","G","IF",61.1,56,1116,4.59,4.54,2.79,"high"
"1843",0.35,"Premium","G","IF",59.1,59,1116,4.62,4.59,2.72,"high"
"1844",0.35,"Ideal","G","IF",61.4,55,1116,4.59,4.56,2.81,"high"
"1845",0.35,"Premium","G","IF",60.6,60,1116,4.57,4.54,2.76,"high"
"1846",0.35,"Ideal","G","IF",61.8,55,1116,4.56,4.54,2.81,"high"
"1847",0.35,"Ideal","G","IF",62.3,55,1116,4.52,4.5,2.81,"high"
"1848",0.35,"Premium","G","IF",62.2,58,1116,4.52,4.45,2.79,"high"
"1849",0.32,"Ideal","H","IF",61.1,56,1116,4.46,4.45,2.72,"high"
"1850",0.32,"Premium","H","IF",60.7,58,1116,4.47,4.46,2.71,"high"
"1851",0.3,"Ideal","E","IF",60.9,56,1120,4.31,4.33,2.63,"high"
"1852",0.4,"Good","G","IF",59.7,62,1120,4.75,4.8,2.85,"high"
"1853",0.31,"Ideal","F","IF",62.3,57,1122,4.34,4.3,2.69,"high"
"1854",0.31,"Premium","F","IF",60.8,59,1122,4.39,4.36,2.66,"high"
"1855",0.31,"Premium","F","IF",61.6,58,1122,4.37,4.33,2.68,"high"
"1856",0.31,"Ideal","F","IF",62.2,56,1122,4.34,4.31,2.69,"high"
"1857",0.38,"Ideal","G","IF",62,54,1125,4.66,4.7,2.9,"high"
"1858",0.3,"Ideal","E","I1",60.3,57,495,4.39,4.36,2.64,"low"
"1859",0.42,"Ideal","H","IF",61.6,56,1126,4.84,4.87,2.99,"high"
"1860",0.39,"Fair","G","IF",57.1,61,1127,4.83,4.88,2.77,"high"
"1861",0.33,"Ideal","E","IF",61.9,57,1129,4.41,4.45,2.74,"high"
"1862",0.33,"Premium","E","IF",60.8,58,1129,4.46,4.49,2.72,"high"
"1863",0.43,"Ideal","I","IF",62,55,1129,4.85,4.83,3,"high"
"1864",0.43,"Premium","I","IF",61.2,58,1129,4.88,4.83,2.97,"high"
"1865",0.3,"Premium","D","IF",62.1,59,1130,4.27,4.29,2.66,"high"
"1866",0.39,"Very Good","F","IF",60.8,55,1131,4.73,4.77,2.89,"high"
"1867",0.3,"Ideal","F","IF",60.7,56,1131,4.35,4.38,2.65,"high"
"1868",0.31,"Ideal","E","IF",61.9,56,1133,4.37,4.35,2.7,"high"
"1869",0.31,"Premium","E","IF",61,59,1133,4.39,4.36,2.67,"high"
"1870",0.7,"Good","H","I1",56.5,57,1134,5.97,5.86,3.33,"low"
"1871",0.7,"Fair","F","I1",64.9,59,1134,5.58,5.53,3.61,"low"
"1872",0.7,"Good","F","I1",63.8,60,1134,5.64,5.45,3.54,"low"
"1873",0.42,"Ideal","H","IF",61,56,1135,4.79,4.82,2.93,"high"
"1874",0.36,"Ideal","F","IF",62.2,55,1137,4.57,4.62,2.86,"high"
"1875",0.36,"Ideal","F","IF",61.4,55.9,1138,4.58,4.62,2.82,"high"
"1876",0.7,"Fair","G","I1",65.3,59,1138,5.5,5.47,3.58,"low"
"1877",0.7,"Premium","G","I1",61.6,56,1138,5.8,5.63,3.52,"low"
"1878",0.7,"Premium","G","I1",59.7,59,1138,5.76,5.57,3.39,"low"
"1879",0.7,"Fair","H","I1",62.1,66,1138,5.56,5.52,3.44,"low"
"1880",0.76,"Fair","H","I1",64.5,57,1140,5.79,5.76,3.73,"low"
"1881",0.64,"Good","F","I1",57.3,64,1140,5.75,5.69,3.28,"low"
"1882",0.7,"Fair","I","I1",68.6,57,1147,5.46,5.34,3.71,"low"
"1883",0.72,"Fair","G","I1",65.1,57,1147,5.65,5.55,3.65,"low"
"1884",0.38,"Premium","G","IF",62.5,60,1148,4.61,4.64,2.89,"high"
"1885",0.34,"Ideal","F","IF",60.7,57,1148,4.53,4.5,2.74,"high"
"1886",0.36,"Premium","G","IF",62.5,60,1148,4.53,4.49,2.82,"high"
"1887",0.36,"Premium","G","IF",61,59,1148,4.6,4.55,2.79,"high"
"1888",0.36,"Ideal","G","IF",61.6,55,1148,4.59,4.57,2.82,"high"
"1889",0.35,"Premium","E","IF",59,61,1148,4.64,4.62,2.73,"high"
"1890",0.41,"Ideal","F","IF",62.2,54,1151,4.76,4.79,2.97,"high"
"1891",0.43,"Ideal","H","IF",61.9,55,1151,4.87,4.89,3.02,"high"
"1892",0.4,"Ideal","H","IF",61.9,56,1153,4.72,4.75,2.93,"high"
"1893",0.38,"Ideal","F","I1",62.5,57,497,4.61,4.64,2.89,"low"
"1894",0.4,"Very Good","G","IF",61,59,1154,4.75,4.79,2.91,"high"
"1895",0.39,"Ideal","G","IF",61.7,55,1154,4.68,4.72,2.9,"high"
"1896",0.31,"Ideal","F","IF",60.2,57,1155,4.38,4.44,2.65,"high"
"1897",0.4,"Ideal","H","IF",62.7,57,1158,4.68,4.7,2.94,"high"
"1898",0.7,"Fair","F","I1",65.9,57,1158,5.64,5.5,3.67,"low"
"1899",0.73,"Fair","F","I1",66.9,54,1158,5.62,5.54,3.74,"low"
"1900",0.34,"Ideal","E","IF",62,56,1163,4.47,4.5,2.78,"high"
"1901",0.34,"Ideal","E","IF",62,56,1163,4.49,4.51,2.79,"high"
"1902",0.34,"Ideal","E","IF",61.7,56,1163,4.46,4.48,2.76,"high"
"1903",0.36,"Ideal","H","IF",61.3,57,1163,4.59,4.61,2.82,"high"
"1904",0.37,"Fair","F","IF",52.3,61,1166,4.96,4.91,2.58,"high"
"1905",0.72,"Good","F","I1",63.6,58,1166,5.72,5.62,3.6,"low"
"1906",0.31,"Premium","D","IF",60.2,59,1167,4.39,4.42,2.65,"high"
"1907",0.61,"Good","E","I1",63.4,57.1,1168,5.37,5.43,3.42,"low"
"1908",0.31,"Ideal","F","IF",61.4,56,1168,4.37,4.42,2.7,"high"
"1909",0.31,"Ideal","F","IF",61,56,1168,4.38,4.41,2.68,"high"
"1910",0.31,"Ideal","F","IF",61.2,57,1168,4.35,4.38,2.67,"high"
"1911",0.31,"Ideal","F","IF",61.4,56,1168,4.4,4.43,2.71,"high"
"1912",0.32,"Ideal","E","IF",62.6,55,1170,4.41,4.38,2.75,"high"
"1913",0.32,"Ideal","E","IF",61.9,56,1170,4.42,4.4,2.73,"high"
"1914",0.32,"Premium","E","IF",61.6,58,1170,4.39,4.38,2.7,"high"
"1915",0.32,"Very Good","D","IF",62,56,1171,4.39,4.43,2.73,"high"
"1916",0.4,"Very Good","G","IF",62.3,59,1173,4.67,4.7,2.92,"high"
"1917",0.4,"Very Good","G","IF",61.8,58,1173,4.69,4.73,2.91,"high"
"1918",0.73,"Fair","I","I1",66.1,58,1175,5.63,5.5,3.68,"low"
"1919",0.44,"Ideal","H","IF",61.9,54,1177,4.9,4.95,3.05,"high"
"1920",0.44,"Ideal","H","IF",61.4,55,1177,4.92,4.95,3.03,"high"
"1921",0.47,"Ideal","I","IF",62.2,55,1178,4.99,5.01,3.11,"high"
"1922",0.39,"Very Good","F","IF",59.9,59,1183,4.78,4.84,2.88,"high"
"1923",0.44,"Ideal","H","IF",61.5,56,1185,4.89,4.93,3.02,"high"
"1924",0.41,"Ideal","H","IF",61.8,55,1187,4.76,4.79,2.95,"high"
"1925",0.41,"Ideal","H","IF",62.1,56,1187,4.74,4.76,2.95,"high"
"1926",0.41,"Very Good","H","IF",62.9,54,1187,4.71,4.74,2.97,"high"
"1927",0.31,"Ideal","E","IF",60.4,56,1188,4.43,4.38,2.66,"high"
"1928",0.5,"Very Good","F","I1",63.3,59,1188,5.03,4.99,3.17,"low"
"1929",0.39,"Ideal","G","IF",62.1,53.7,1189,4.67,4.71,2.91,"high"
"1930",0.46,"Ideal","I","IF",62.2,55,1192,4.94,4.97,3.08,"high"
"1931",0.4,"Ideal","G","IF",62,57,1193,4.73,4.75,2.94,"high"
"1932",0.38,"Ideal","F","IF",61,56,1193,4.68,4.7,2.86,"high"
"1933",0.44,"Very Good","H","IF",61.1,57,1194,4.91,4.94,3.01,"high"
"1934",0.41,"Very Good","G","IF",60.9,59,1197,4.8,4.85,2.94,"high"
"1935",0.35,"Ideal","E","IF",61.4,56,1197,4.53,4.56,2.79,"high"
"1936",0.35,"Ideal","E","IF",62.2,56,1197,4.51,4.52,2.81,"high"
"1937",0.4,"Ideal","G","IF",61.2,56,1199,4.74,4.77,2.91,"high"
"1938",0.39,"Ideal","G","IF",61.4,54,1200,4.71,4.73,2.9,"high"
"1939",0.42,"Ideal","H","IF",62.4,57,1201,4.79,4.82,2.99,"high"
"1940",0.39,"Ideal","G","IF",61.6,56,1201,4.69,4.73,2.9,"high"
"1941",0.48,"Ideal","I","IF",61.4,55,1202,5.05,5.08,3.11,"high"
"1942",0.32,"Ideal","F","IF",61.8,56,1204,4.4,4.44,2.73,"high"
"1943",0.32,"Ideal","F","IF",61.2,56,1204,4.41,4.45,2.71,"high"
"1944",0.7,"Premium","G","I1",62.3,56,1206,5.66,5.61,3.51,"low"
"1945",0.4,"Very Good","E","IF",62.9,58,1207,4.68,4.77,2.97,"high"
"1946",0.33,"Ideal","E","IF",61.9,57,1207,4.45,4.41,2.74,"high"
"1947",0.33,"Premium","E","IF",60.8,58,1207,4.49,4.46,2.72,"high"
"1948",0.73,"Premium","F","I1",59.3,61,1207,5.88,5.75,3.46,"low"
"1949",0.3,"Fair","D","IF",60.5,57,1208,4.47,4.35,2.67,"high"
"1950",0.46,"Premium","I","IF",59.4,60,1208,5.04,5.02,2.99,"high"
"1951",0.3,"Premium","D","IF",62.1,59,1208,4.29,4.27,2.66,"high"
"1952",0.41,"Good","F","I1",63.8,57,503,4.69,4.72,3,"low"
"1953",0.31,"Very Good","E","IF",61.5,59,1209,4.34,4.37,2.68,"high"
"1954",0.39,"Ideal","G","IF",60.6,56,1209,4.73,4.76,2.87,"high"
"1955",0.36,"Ideal","F","IF",61.7,55,1210,4.58,4.62,2.84,"high"
"1956",0.73,"Good","G","I1",63.9,55,1210,5.76,5.69,3.65,"low"
"1957",0.38,"Ideal","F","IF",60.7,57,1212,4.69,4.73,2.86,"high"
"1958",0.38,"Ideal","F","IF",61.5,56,1212,4.67,4.7,2.88,"high"
"1959",0.38,"Ideal","F","IF",62.2,54,1212,4.64,4.69,2.9,"high"
"1960",0.39,"Good","G","IF",63.5,56,1213,4.65,4.67,2.96,"high"
"1961",0.42,"Ideal","H","IF",61,56,1213,4.82,4.79,2.93,"high"
"1962",0.31,"Ideal","E","IF",61.5,56,1214,4.35,4.4,2.69,"high"
"1963",0.31,"Ideal","E","IF",62.5,56,1214,4.34,4.37,2.72,"high"
"1964",0.31,"Ideal","E","IF",63,55,1214,4.34,4.37,2.73,"high"
"1965",0.31,"Ideal","E","IF",61.8,54,1214,4.36,4.38,2.7,"high"
"1966",0.36,"Ideal","F","IF",62.2,55,1215,4.62,4.57,2.86,"high"
"1967",0.42,"Ideal","H","IF",61.9,56,1216,4.79,4.81,2.97,"high"
"1968",0.42,"Ideal","H","IF",61.7,55,1216,4.82,4.84,2.98,"high"
"1969",0.4,"Very Good","F","IF",61.1,57,1217,4.73,4.77,2.9,"high"
"1970",0.38,"Ideal","F","IF",62.2,54,1218,4.65,4.68,2.9,"high"
"1971",0.4,"Very Good","G","IF",61.2,57,1220,4.77,4.79,2.92,"high"
